"";"banalfreq";"X.date_2020.06.26";"X.date_2020.07.13";"X.date_2020.12.16";"X.date_2021.01.23";"X.date_2021.03.23";"X.date_2021.03.24";"X.date_2021.04.04";"X.date_2021.05.20";"X.date_2021.05.21";"X.date_2021.08.21";"X.date_2021.08.23";"X.date_2021.10.19";"X.date_2021.10.21";"X.date_2021.12.03";"X.date_2022.04.20";"X.date_2022.05.09";"X.date_2022.06.16";"X.date_2022.06.23";"X.date_2022.06.25";"X.date_2022.09.19";"X.date_2022.10.25";"X.date_2023.01.15";"X.date_2023.02.05";"X.date_2023.04.05";"X.date_2023.05.22";"X.date_2023.08.10";"X.date_2023.10.27";"X.date_2023.11.29";"X.date_2023.12.19";"X.date_2024.01.28";"X.date_2024.02.10";"X.date_2024.02.17";"X.date_2024.09.26";"X.date_2024.11.12";"X.date_2025.03.21";"X.date_2025.04.15";"X.date_2025.04.27";"X.date_2025.06.03";"X.date_2025.06.19";"X.date_2025.06.29";"X.date_2025.07.07";"X.date_2025.08.06";"X.date_2025.08.07";"X.date_2025.09.12";"X.date_2026.03.11"
"tendance";13;-0,1464;-0,0598;-0,1246;-0,0564;-0,087;-0,0821;-0,1114;0,4729;0,4055;0,8198;0,839;-0,2288;-0,0337;-0,0326;1,3357;-0,0438;-0,1425;-0,0416;-0,0256;-0,0639;-0,0372;-0,0421;-0,0089;-0,0779;-0,0765;-0,1287;-0,0257;-0,0201;-0,0349;-0,0229;-0,2914;-0,2357;-0,2226;-0,0428;-0,053;-0,0301;-0,0318;-0,0424;-0,0378;-0,3127;-0,1083;1,393;-0,2926;-0,0859;-0,0408
"économique";10;0,6414;-0,046;-0,0959;-0,0434;-0,0669;-0,0632;-0,0857;-0,4167;-0,1668;1,8092;1,8904;-0,176;-0,0259;-0,025;0,623;-0,0337;-0,1096;-0,032;-0,0197;-0,0492;-0,0286;-0,0324;-0,0068;-0,0599;-0,0589;0,6907;-0,0198;-0,0154;-0,0268;-0,0176;-0,2242;-0,1813;-0,1712;-0,0329;-0,0407;-0,0232;-0,0245;-0,0326;-0,0291;-0,2405;-0,0833;-0,2721;-0,2251;-0,0661;-0,0313
"dessiner";13;-0,1464;-0,0598;-0,1246;-0,0564;-0,087;-0,0821;-0,1114;0,4729;-0,2169;0,8198;1,564;1,0361;-0,0337;-0,0326;-0,1536;-0,0438;-0,1425;-0,0416;-0,0256;-0,0639;-0,0372;-0,0421;-0,0089;-0,0779;-0,0765;-0,1287;-0,0257;-0,0201;-0,0349;-0,0229;-0,2914;1,0147;-0,2226;-0,0428;-0,053;-0,0301;-0,0318;-0,0424;-0,0378;-0,3127;-0,1083;0,254;-0,2926;-0,0859;-0,0408
"celui_ci";19;-0,2139;-0,0874;-0,1822;-0,0825;-0,1272;-0,12;-0,1629;0,2763;0,2857;0,8731;1,134;-0,3344;-0,0493;-0,0476;-0,2246;-0,064;-0,2083;-0,0608;-0,0375;0,7131;-0,0543;-0,0616;-0,013;-0,1138;-0,1118;-0,1881;-0,0376;-0,0293;-0,051;-0,0335;1,1708;-0,3444;-0,3254;-0,0625;-0,0774;-0,0441;-0,0465;-0,062;-0,0553;-0,1385;0,5149;-0,5171;1,1666;-0,1256;-0,0596
"étude";10;-0,1126;-0,046;1,7194;-0,0434;-0,0669;-0,0632;-0,0857;0,6363;0,4963;0,5434;1,0338;-0,176;-0,0259;-0,025;-0,1182;-0,0337;-0,1096;-0,032;-0,0197;-0,0492;-0,0286;-0,0324;-0,0068;-0,0599;-0,0589;-0,099;-0,0198;-0,0154;-0,0268;-0,0176;-0,2242;-0,1813;-0,1712;-0,0329;-0,0407;-0,0232;-0,0245;-0,0326;1,1886;-0,2405;-0,0833;-0,2721;-0,2251;-0,0661;-0,0313
"baisser";11;0,6054;-0,0506;-0,1055;-0,0478;-0,0736;-0,0695;-0,0943;-0,4583;-0,1835;0,9908;1,7691;-0,1936;-0,0285;-0,0275;-0,13;-0,0371;-0,1206;-0,0352;-0,0217;-0,0541;-0,0315;-0,0356;-0,0075;-0,0659;-0,0647;-0,1089;-0,0218;-0,017;-0,0295;-0,0194;-0,2466;-0,1994;-0,1884;-0,0362;-0,0448;-0,0255;-0,0269;-0,0359;-0,032;-0,2646;1,7517;0,3027;0,3619;-0,0727;-0,0345
"culturel";16;-0,1801;-0,0736;0,5264;-0,0695;-0,1071;-0,1011;0,5674;0,3591;0,3381;0,2871;0,2401;0,8825;-0,0415;-0,0401;-0,1891;-0,0539;-0,1754;-0,0512;-0,0315;-0,0787;-0,0458;-0,0518;-0,0109;-0,0959;0,7101;-0,1584;-0,0317;-0,0247;-0,0429;-0,0282;0,2501;-0,29;-0,274;-0,0526;-0,0652;-0,0371;-0,0392;0,9457;-0,0465;1,2867;-0,1334;-0,4354;-0,3602;-0,1058;-0,0502
"massif";10;0,6414;-0,046;-0,0959;-0,0434;-0,0669;-0,0632;-0,0857;-0,4167;-0,1668;1,0949;1,0338;-0,176;-0,0259;-0,025;-0,1182;-0,0337;-0,1096;1,1486;-0,0197;-0,0492;-0,0286;-0,0324;-0,0068;-0,0599;-0,0589;-0,099;-0,0198;-0,0154;-0,0268;-0,0176;1,0603;-0,1813;0,487;-0,0329;-0,0407;-0,0232;-0,0245;-0,0326;-0,0291;-0,2405;-0,0833;-0,2721;-0,2251;-0,0661;-0,0313
"fonctionner";10;-0,1126;0,9977;-0,0959;-0,0434;-0,0669;-0,0632;0,7469;-0,4167;-0,1668;1,0949;1,0338;-0,176;-0,0259;-0,025;-0,1182;-0,0337;-0,1096;1,1486;-0,0197;-0,0492;-0,0286;-0,0324;-0,0068;-0,0599;-0,0589;-0,099;-0,0198;-0,0154;-0,0268;1,4005;-0,2242;-0,1813;-0,1712;-0,0329;-0,0407;-0,0232;-0,0245;-0,0326;-0,0291;-0,2405;-0,0833;-0,2721;-0,2251;0,8502;-0,0313
"profondément";13;-0,1464;-0,0598;-0,1246;-0,0564;-0,087;-0,0821;-0,1114;1,5936;1,0754;0,3909;0,839;0,3877;-0,0337;-0,0326;-0,1536;-0,0438;-0,1425;-0,0416;-0,0256;-0,0639;-0,0372;-0,0421;-0,0089;-0,0779;-0,0765;-0,1287;-0,0257;-0,0201;-0,0349;-0,0229;-0,2914;-0,2357;-0,2226;-0,0428;-0,053;-0,0301;-0,0318;-0,0424;-0,0378;0,8157;-0,1083;-0,3538;-0,2926;-0,0859;-0,0408
"influence";12;0,5729;-0,0552;-0,1151;-0,0521;0,7726;0,7954;-0,1029;0,5205;0,4326;-0,1988;0,3243;-0,2112;-0,0311;-0,0301;-0,1418;-0,0404;-0,1315;-0,0384;-0,0237;-0,059;-0,0343;-0,0389;-0,0082;-0,0719;-0,0706;-0,1188;-0,0238;-0,0185;-0,0322;-0,0211;-0,269;-0,2175;0,4237;-0,0395;-0,0489;-0,0278;-0,0294;-0,0392;-0,0349;-0,2886;-0,1;1,4874;-0,2701;-0,0793;-0,0376
"climat";10;-0,1126;-0,046;-0,0959;-0,0434;-0,0669;-0,0632;-0,0857;-0,4167;-0,1668;1,8092;1,8904;1,2412;-0,0259;-0,025;-0,1182;-0,0337;-0,1096;-0,032;-0,0197;-0,0492;-0,0286;-0,0324;-0,0068;-0,0599;-0,0589;-0,099;-0,0198;-0,0154;-0,0268;-0,0176;-0,2242;-0,1813;-0,1712;-0,0329;-0,0407;-0,0232;-0,0245;-0,0326;-0,0291;-0,2405;-0,0833;-0,2721;0,3931;-0,0661;-0,0313
"poser";12;-0,1351;-0,0552;-0,1151;0,9467;-0,0803;-0,0758;-0,1029;1,7212;-0,2002;0,435;0,8969;-0,2112;-0,0311;-0,0301;-0,1418;1,0511;-0,1315;-0,0384;-0,0237;-0,059;-0,0343;-0,0389;-0,0082;-0,0719;-0,0706;-0,1188;-0,0238;-0,0185;-0,0322;-0,0211;-0,269;-0,2175;0,4237;-0,0395;-0,0489;-0,0278;-0,0294;-0,0392;-0,0349;-0,2886;-0,1;0,2769;-0,2701;-0,0793;-0,0376
"maître";14;0,5166;-0,0644;-0,1342;-0,0608;-0,0937;-0,0884;-0,12;-0,5834;-0,2335;1,2795;0,7866;-0,2464;-0,0363;-0,0351;-0,1655;-0,0472;-0,1535;-0,0448;-0,0276;-0,0689;-0,04;-0,0454;-0,0096;-0,0839;-0,0824;-0,1386;-0,0277;-0,0216;-0,0376;-0,0247;0,2886;0,9592;-0,2397;-0,046;-0,057;-0,0325;-0,0343;-0,0457;-0,0407;-0,3367;-0,1167;0,683;0,8084;-0,0925;-0,0439
"découverte";10;0,6414;-0,046;-0,0959;-0,0434;-0,0669;-0,0632;-0,0857;-0,4167;-0,1668;1,0949;1,8904;-0,176;-0,0259;-0,025;-0,1182;-0,0337;-0,1096;-0,032;-0,0197;-0,0492;-0,0286;-0,0324;-0,0068;0,8899;-0,0589;-0,099;-0,0198;-0,0154;-0,0268;-0,0176;-0,2242;-0,1813;-0,1712;-0,0329;-0,0407;-0,0232;-0,0245;-0,0326;-0,0291;-0,2405;-0,0833;0,9209;-0,2251;-0,0661;-0,0313
"etats";10;-0,1126;-0,046;1,7194;-0,0434;-0,0669;-0,0632;0,7469;-0,4167;-0,1668;-0,1464;0,3825;-0,176;-0,0259;-0,025;0,623;-0,0337;-0,1096;-0,032;-0,0197;-0,0492;-0,0286;-0,0324;-0,0068;-0,0599;-0,0589;-0,099;-0,0198;-0,0154;-0,0268;-0,0176;-0,2242;-0,1813;0,487;-0,0329;-0,0407;-0,0232;-0,0245;-0,0326;-0,0291;1,0091;-0,0833;-0,2721;0,3931;-0,0661;-0,0313
"unir";22;1,747;-0,1012;1,9307;-0,0955;-0,1472;-0,139;0,4532;-0,9168;-0,367;-0,2333;-0,1671;0,2291;-0,0571;-0,0551;0,3463;-0,0741;-0,2412;-0,0704;-0,0434;-0,1082;-0,0629;-0,0713;-0,015;-0,1318;-0,1295;-0,2178;-0,0436;-0,034;-0,059;-0,0388;-0,4932;0,6451;0,2366;-0,0724;-0,0896;0,9553;0,9332;-0,0718;-0,064;1,5493;0,4629;-0,5987;-0,4953;-0,1454;-0,069
"suivant";13;-0,1464;-0,0598;-0,1246;-0,0564;-0,087;-0,0821;-0,1114;-0,5417;-0,2169;1,3887;0,2998;0,3877;-0,0337;-0,0326;-0,1536;1,018;-0,1425;-0,0416;-0,0256;-0,0639;-0,0372;-0,0421;-0,0089;-0,0779;-0,0765;-0,1287;-0,0257;-0,0201;-0,0349;-0,0229;-0,2914;-0,2357;-0,2226;-0,0428;-0,053;-0,0301;-0,0318;-0,0424;1,0789;-0,3127;0,656;1,393;0,3096;-0,0859;-0,0408
"haut";28;-0,3153;1,4562;-0,2685;-0,1216;1,1678;1,2113;-0,24;-1,1669;-0,4671;0,2365;-0,2461;-0,1587;-0,0726;0,8264;-0,331;-0,0944;-0,307;-0,0896;-0,0552;0,5658;-0,0801;-0,0907;-0,0191;0,4942;0,5006;-0,2772;-0,0554;-0,0433;-0,0751;-0,0493;0,3822;-0,5076;-0,4795;-0,0921;0,6363;-0,0649;-0,0686;-0,0914;-0,0814;-0,2594;0,3812;1,6002;0,7796;-0,1851;-0,0878
"ère";13;-0,1464;-0,0598;-0,1246;-0,0564;-0,087;-0,0821;-0,1114;-0,5417;-0,2169;0,8198;0,2998;1,0361;-0,0337;-0,0326;0,5258;-0,0438;-0,1425;-0,0416;-0,0256;-0,0639;-0,0372;-0,0421;-0,0089;-0,0779;0,7918;-0,1287;-0,0257;-0,0201;-0,0349;-0,0229;-0,2914;1,0147;-0,2226;-0,0428;-0,053;-0,0301;-0,0318;-0,0424;-0,0378;-0,3127;-0,1083;0,7331;0,3096;-0,0859;-0,0408
"laisser";30;-0,3378;0,5649;-0,2877;0,5864;0,4316;0,4514;-0,2572;-0,3241;-0,5005;0,4054;0,3296;-0,5281;1,8611;-0,0751;-0,3546;-0,1011;-0,3289;-0,096;0,895;0,5405;-0,0858;-0,0972;-0,0205;-0,1798;-0,1766;-0,2971;-0,0594;-0,0463;-0,0805;-0,0529;0,3471;-0,5439;0,4896;-0,0987;-0,1222;-0,0696;-0,0735;-0,0979;-0,0873;-0,2889;-0,2501;0,9745;1,7894;-0,1983;-0,0941
"lever";10;-0,1126;-0,046;-0,0959;-0,0434;-0,0669;-0,0632;-0,0857;-0,4167;-0,1668;1,0949;0,3825;-0,176;-0,0259;-0,025;-0,1182;1,127;-0,1096;-0,032;-0,0197;-0,0492;-0,0286;-0,0324;-0,0068;-0,0599;-0,0589;-0,099;-0,0198;-0,0154;-0,0268;-0,0176;0,3945;-0,1813;-0,1712;-0,0329;-0,0407;-0,0232;-0,0245;-0,0326;1,1886;-0,2405;-0,0833;-0,2721;1,9275;-0,0661;-0,0313
"lettre";11;1,5105;-0,0506;-0,1055;-0,0478;-0,0736;-0,0695;-0,0943;-0,4583;-0,1835;-0,172;0,3516;0,4441;-0,0285;-0,0275;-0,13;-0,0371;-0,1206;-0,0352;-0,0217;-0,0541;-0,0315;-0,0356;-0,0075;-0,0659;-0,0647;0,6541;-0,0218;-0,017;-0,0295;-0,0194;-0,2466;-0,1994;-0,1884;-0,0362;1,0086;-0,0255;-0,0269;-0,0359;-0,032;1,7305;-0,0917;0,3027;-0,2476;-0,0727;-0,0345
"maintenant";13;-0,1464;-0,0598;-0,1246;-0,0564;-0,087;-0,0821;0,6453;1,5936;1,0754;-0,2266;0,2998;-0,2288;-0,0337;-0,0326;-0,1536;1,018;-0,1425;-0,0416;-0,0256;0,8636;1,0859;-0,0421;-0,0089;-0,0779;-0,0765;-0,1287;-0,0257;-0,0201;1,1127;-0,0229;-0,2914;-0,2357;-0,2226;-0,0428;-0,053;-0,0301;-0,0318;-0,0424;-0,0378;-0,3127;-0,1083;-0,3538;-0,2926;-0,0859;-0,0408
"ni";17;-0,1914;-0,0782;-0,163;-0,0738;-0,1138;-0,1074;-0,1457;1,1981;-0,2836;-0,3465;0,2237;-0,2992;-0,0441;-0,0426;1,1246;-0,0573;-0,1864;-0,0544;-0,0335;-0,0836;-0,0486;-0,0551;-0,0116;-0,1019;-0,1001;-0,1683;-0,0337;1,2316;-0,0456;-0,03;0,6784;-0,3082;-0,2911;-0,0559;-0,0693;-0,0394;-0,0416;-0,0555;-0,0494;0,2147;-0,1417;-0,1405;0,6758;1,574;-0,0533
"précis";15;-0,1689;-0,069;-0,1438;-0,0651;-0,1004;-0,0948;-0,1286;-0,625;-0,2502;1,1815;0,7389;-0,264;-0,0389;-0,0376;-0,1773;0,9591;-0,1644;-0,048;-0,0296;-0,0738;-0,0429;-0,0486;-0,0102;-0,0899;-0,0883;0,5382;-0,0297;-0,0232;-0,0402;-0,0264;0,2684;-0,2719;0,9488;0,9691;-0,0611;-0,0348;-0,0367;-0,049;1,0196;-0,3608;0,6018;0,2151;-0,3377;-0,0992;-0,047
"méfier";11;-0,1238;-0,0506;-0,1055;-0,0478;-0,0736;-0,0695;-0,0943;1,8652;1,2057;0,4854;0,9614;-0,1936;-0,0285;-0,0275;-0,13;-0,0371;-0,1206;-0,0352;-0,0217;-0,0541;-0,0315;-0,0356;-0,0075;-0,0659;-0,0647;-0,1089;-0,0218;-0,017;-0,0295;-0,0194;-0,2466;-0,1994;-0,1884;-0,0362;1,0086;-0,0255;-0,0269;-0,0359;-0,032;-0,2646;-0,0917;-0,2993;-0,2476;-0,0727;-0,0345
"expliquer";27;-0,304;0,6041;0,3477;-0,1172;1,1957;1,2394;-0,2315;0,6378;-0,1371;-0,688;-0,2324;-0,1495;0,827;-0,0676;1,4563;-0,091;-0,296;0,7438;-0,0532;-0,1328;-0,0772;-0,0875;-0,0184;-0,1618;0,5136;-0,2673;-0,0535;-0,0417;-0,0724;-0,0476;-0,6054;-0,4895;-0,4624;-0,0888;-0,11;-0,0626;-0,0661;-0,0881;-0,0785;-0,6495;0,3932;1,664;-0,221;-0,1785;-0,0847
"miroir";11;-0,1238;-0,0506;-0,1055;-0,0478;-0,0736;-0,0695;-0,0943;1,8652;1,2057;-0,172;0,3516;0,4441;-0,0285;-0,0275;-0,13;-0,0371;-0,1206;-0,0352;-0,0217;-0,0541;-0,0315;-0,0356;-0,0075;-0,0659;-0,0647;-0,1089;-0,0218;-0,017;-0,0295;-0,0194;-0,2466;1,1432;-0,1884;-0,0362;-0,0448;-0,0255;-0,0269;-0,0359;-0,032;-0,2646;-0,0917;-0,2993;-0,2476;-0,0727;-0,0345
"présent";12;-0,1351;-0,0552;0,6331;-0,0521;-0,0803;-0,0758;-0,1029;0,5205;0,4326;-0,1988;0,3243;-0,2112;-0,0311;-0,0301;1,4006;-0,0404;-0,1315;-0,0384;-0,0237;-0,059;-0,0343;-0,0389;-0,0082;-0,0719;-0,0706;-0,1188;-0,0238;-0,0185;-0,0322;-0,0211;-0,269;1,0757;-0,2055;-0,0395;-0,0489;-0,0278;-0,0294;-0,0392;-0,0349;-0,2886;-0,1;-0,3266;0,9195;-0,0793;-0,0376
"seconde";10;0,6414;-0,046;-0,0959;-0,0434;-0,0669;-0,0632;-0,0857;-0,4167;-0,1668;0,5434;0,3825;-0,176;-0,0259;-0,025;-0,1182;-0,0337;-0,1096;1,1486;-0,0197;-0,0492;-0,0286;-0,0324;-0,0068;-0,0599;-0,0589;-0,099;-0,0198;-0,0154;-0,0268;-0,0176;-0,2242;-0,1813;-0,1712;1,1371;-0,0407;-0,0232;-0,0245;-0,0326;-0,0291;1,8513;-0,0833;0,332;-0,2251;-0,0661;-0,0313
"adopter";10;-0,1126;-0,046;-0,0959;-0,0434;-0,0669;-0,0632;0,7469;0,6363;0,4963;-0,1464;0,3825;-0,176;-0,0259;-0,025;-0,1182;-0,0337;-0,1096;-0,032;-0,0197;-0,0492;-0,0286;-0,0324;-0,0068;-0,0599;-0,0589;-0,099;-0,0198;-0,0154;-0,0268;-0,0176;-0,2242;-0,1813;-0,1712;-0,0329;-0,0407;-0,0232;-0,0245;-0,0326;-0,0291;1,8513;-0,0833;-0,2721;-0,2251;0,8502;-0,0313
"mode";11;-0,1238;-0,0506;-0,1055;-0,0478;-0,0736;-0,0695;-0,0943;-0,4583;-0,1835;0,4854;0,9614;0,4441;-0,0285;-0,0275;-0,13;-0,0371;-0,1206;-0,0352;-0,0217;-0,0541;-0,0315;-0,0356;-0,0075;-0,0659;-0,0647;-0,1089;-0,0218;-0,017;-0,0295;-0,0194;-0,2466;1,1432;-0,1884;-0,0362;-0,0448;-0,0255;-0,0269;-0,0359;-0,032;0,3408;-0,0917;0,8509;0,3619;-0,0727;-0,0345
"prisonnier";12;-0,1351;-0,0552;0,6331;-0,0521;-0,0803;-0,0758;-0,1029;0,5205;0,4326;0,8999;0,3243;-0,2112;-0,0311;-0,0301;-0,1418;-0,0404;-0,1315;-0,0384;-0,0237;-0,059;-0,0343;-0,0389;-0,0082;-0,0719;-0,0706;-0,1188;-0,0238;-0,0185;-0,0322;-0,0211;-0,269;-0,2175;-0,2055;-0,0395;-0,0489;-0,0278;-0,0294;-0,0392;-0,0349;-0,2886;-0,1;0,2769;1,6971;-0,0793;-0,0376
"lui_même";15;-0,1689;0,8329;0,5499;-0,0651;-0,1004;-0,0948;-0,1286;-0,625;-0,2502;0,3177;-0,3487;-0,264;-0,0389;-0,0376;-0,1773;-0,0505;-0,1644;-0,048;-0,0296;-0,0738;-0,0429;-0,0486;-0,0102;-0,0899;0,7353;-0,1485;-0,0297;-0,0232;-0,0402;-0,0264;0,763;0,9086;-0,2569;0,9691;-0,0611;-0,0348;1,0911;-0,049;-0,0436;0,2485;-0,125;0,6376;-0,3377;-0,0992;0,9888
"apparaître";18;-0,2027;-0,0828;-0,1726;-0,0782;-0,1205;-0,1137;-0,1543;0,3012;-0,3003;-0,3783;-0,4185;-0,3168;-0,0467;-0,0451;0,412;0,8849;-0,1973;-0,0576;-0,0355;0,7342;-0,0515;-0,0583;-0,0123;-0,1078;0,6646;0,4729;-0,0356;-0,0278;-0,0483;-0,0317;0,6411;-0,3263;0,2939;-0,0592;-0,0733;-0,0417;-0,0441;-0,0588;-0,0524;0,2;0,5345;1,0347;0,6385;-0,119;-0,0564
"total";16;-0,1801;-0,0736;-0,1534;0,8303;0,6605;0,6827;-0,1371;0,3591;0,3381;-0,3154;-0,372;0,8825;-0,0415;-0,0401;0,4522;-0,0539;-0,1754;-0,0512;-0,0315;-0,0787;-0,0458;-0,0518;-0,0109;-0,0959;-0,0942;-0,1584;-0,0317;-0,0247;-0,0429;-0,0282;0,2501;-0,29;-0,274;0,9427;-0,0652;1,0868;-0,0392;-0,0522;-0,0465;-0,3849;-0,1334;-0,4354;1,3564;-0,1058;-0,0502
"découvrir";14;0,5166;-0,0644;-0,1342;-0,0608;0,7121;0,7346;-0,12;0,4306;0,381;0,3521;-0,3255;0,3635;-0,0363;-0,0351;-0,1655;-0,0472;-0,1535;1,0088;-0,0276;-0,0689;-0,04;-0,0454;1,662;-0,0839;-0,0824;-0,1386;-0,0277;1,3136;-0,0376;-0,0247;-0,3139;-0,2538;-0,2397;-0,046;-0,057;-0,0325;-0,0343;-0,0457;-0,0407;-0,3367;-0,1167;0,683;-0,3152;-0,0925;-0,0439
"porte";22;1,747;-0,1012;0,4148;1,699;0,5413;0,5625;-0,1886;-0,9168;-0,367;-0,2333;-0,5115;-0,3872;-0,0571;-0,0551;-0,26;-0,0741;-0,2412;-0,0704;-0,0434;-0,1082;-0,0629;-0,0713;-0,015;-0,1318;-0,1295;1,0598;-0,0436;-0,034;-0,059;-0,0388;-0,1576;0,6451;0,2366;1,9257;-0,0896;-0,051;-0,0539;-0,0718;-0,064;-0,1764;-0,1834;-0,2144;-0,4953;0,5458;0,8331
"fidèle";11;-0,1238;0,9586;-0,1055;-0,0478;0,8071;0,8302;-0,0943;0,5745;0,4627;0,4854;-0,2557;-0,1936;-0,0285;-0,0275;-0,13;-0,0371;-0,1206;-0,0352;-0,0217;-0,0541;-0,0315;-0,0356;-0,0075;-0,0659;-0,0647;-0,1089;-0,0218;-0,017;-0,0295;-0,0194;-0,2466;-0,1994;-0,1884;-0,0362;-0,0448;-0,0255;-0,0269;-0,0359;-0,032;0,9372;-0,0917;-0,2993;0,3619;-0,0727;-0,0345
"forcer";11;0,6054;-0,0506;-0,1055;-0,0478;-0,0736;-0,0695;-0,0943;-0,4583;-0,1835;0,4854;-0,2557;1,1653;-0,0285;-0,0275;-0,13;-0,0371;-0,1206;-0,0352;-0,0217;-0,0541;-0,0315;-0,0356;-0,0075;-0,0659;0,8586;-0,1089;-0,0218;-0,017;-0,0295;-0,0194;0,9874;-0,1994;-0,1884;-0,0362;1,0086;-0,0255;-0,0269;-0,0359;-0,032;0,3408;-0,0917;-0,2993;0,3619;-0,0727;-0,0345
"choc";12;-0,1351;-0,0552;-0,1151;-0,0521;-0,0803;-0,0758;-0,1029;1,7212;1,1372;-0,1988;-0,279;1,9785;1,1602;-0,0301;-0,1418;-0,0404;-0,1315;-0,0384;-0,0237;-0,059;-0,0343;-0,0389;-0,0082;-0,0719;-0,0706;-0,1188;-0,0238;-0,0185;-0,0322;-0,0211;-0,269;-0,2175;-0,2055;-0,0395;-0,0489;-0,0278;-0,0294;-0,0392;-0,0349;-0,2886;-0,1;0,2769;-0,2701;-0,0793;-0,0376
"profond";10;-0,1126;-0,046;-0,0959;-0,0434;-0,0669;-0,0632;-0,0857;0,6363;0,4963;-0,1464;-0,2325;0,4773;-0,0259;-0,025;-0,1182;-0,0337;-0,1096;-0,032;-0,0197;-0,0492;-0,0286;-0,0324;-0,0068;-0,0599;-0,0589;-0,099;-0,0198;-0,0154;-0,0268;-0,0176;-0,2242;-0,1813;0,487;-0,0329;-0,0407;-0,0232;-0,0245;-0,0326;-0,0291;-0,2405;-0,0833;0,9209;1,0573;-0,0661;-0,0313
"cours";10;-0,1126;-0,046;-0,0959;-0,0434;-0,0669;-0,0632;-0,0857;-0,4167;-0,1668;1,0949;-0,2325;-0,176;-0,0259;-0,025;-0,1182;-0,0337;-0,1096;-0,032;-0,0197;-0,0492;-0,0286;-0,0324;-0,0068;-0,0599;-0,0589;-0,099;-0,0198;-0,0154;1,2226;-0,0176;1,0603;-0,1813;0,487;-0,0329;-0,0407;-0,0232;-0,0245;-0,0326;-0,0291;-0,2405;-0,0833;0,9209;0,3931;-0,0661;-0,0313
"main";27;-0,304;-0,1243;-0,2589;0,626;0,468;0,4884;0,3839;1,4909;1,0976;-0,688;-0,6278;-0,4753;-0,07;-0,0676;-0,3191;0,7235;-0,296;-0,0864;-0,0532;0,5793;-0,0772;-0,0875;1,3811;-0,1618;0,5136;-0,2673;-0,0535;-0,0417;-0,0724;-0,0476;1,3515;0,5185;-0,4624;0,733;-0,11;-0,0626;-0,0661;-0,0881;-0,0785;-0,6495;-0,2251;-0,7349;0,3992;-0,1785;-0,0847
"telle";22;-0,2477;-0,1012;-0,211;-0,0955;0,5413;0,5625;1,1668;1,9189;0,6982;-0,2333;-0,5115;0,6638;-0,0571;-0,0551;-0,26;-0,0741;-0,2412;-0,0704;-0,0434;0,6565;-0,0629;-0,0713;-0,015;-0,1318;-0,1295;-0,2178;-0,0436;-0,034;-0,059;-0,0388;-0,4932;-0,3988;-0,3768;-0,0724;-0,0896;-0,051;-0,0539;-0,0718;-0,064;-0,5292;0,4629;0,4094;0,5142;-0,1454;-0,069
"jusqu_au";13;-0,1464;-0,0598;-0,1246;-0,0564;-0,087;-0,0821;-0,1114;1,5936;1,0754;-0,2266;-0,3022;-0,2288;-0,0337;-0,0326;0,5258;-0,0438;-0,1425;-0,0416;-0,0256;-0,0639;-0,0372;-0,0421;-0,0089;0,7847;-0,0765;-0,1287;-0,0257;-0,0201;-0,0349;-0,0229;0,3108;-0,2357;-0,2226;-0,0428;-0,053;-0,0301;-0,0318;-0,0424;-0,0378;-0,3127;0,656;0,254;0,3096;-0,0859;-0,0408
"environ";11;-0,1238;-0,0506;0,6663;-0,0478;-0,0736;-0,0695;-0,0943;-0,4583;-0,1835;1,6503;-0,2557;-0,1936;-0,0285;-0,0275;0,5872;-0,0371;-0,1206;-0,0352;-0,0217;0,9314;-0,0315;-0,0356;-0,0075;-0,0659;-0,0647;-0,1089;-0,0218;-0,017;-0,0295;-0,0194;0,3633;1,1432;-0,1884;-0,0362;-0,0448;-0,0255;-0,0269;-0,0359;-0,032;-0,2646;-0,0917;0,3027;-0,2476;-0,0727;-0,0345
"combattre";11;0,6054;-0,0506;-0,1055;-0,0478;-0,0736;-0,0695;-0,0943;0,5745;0,4627;-0,172;-0,2557;-0,1936;-0,0285;-0,0275;-0,13;-0,0371;-0,1206;-0,0352;-0,0217;-0,0541;-0,0315;-0,0356;-0,0075;-0,0659;-0,0647;-0,1089;-0,0218;-0,017;-0,0295;-0,0194;1,8104;-0,1994;-0,1884;-0,0362;-0,0448;-0,0255;-0,0269;-0,0359;-0,032;0,9372;-0,0917;0,3027;-0,2476;-0,0727;-0,0345
"9";11;-0,1238;-0,0506;1,6385;-0,0478;0,8071;0,8302;-0,0943;-0,4583;-0,1835;-0,172;-0,2557;-0,1936;-0,0285;-0,0275;-0,13;-0,0371;-0,1206;-0,0352;-0,0217;-0,0541;-0,0315;-0,0356;-0,0075;0,8514;-0,0647;-0,1089;-0,0218;-0,017;-0,0295;1,36;0,3633;-0,1994;-0,1884;-0,0362;-0,0448;-0,0255;-0,0269;-0,0359;-0,032;0,9372;-0,0917;0,3027;-0,2476;-0,0727;-0,0345
